,Unnamed: 0,trial,learning_rate,norm,train_batch_size,training_loss,model_name,epoch,train_loss,train_corr,valid_mae,valid_corr,valid_perc,valid_rmse,valid_ssim,lr,pruned
0,0,0,0.0003548870694409,minmax,44,mae,unet,1,0.0037046535173431,0.8476224452257156,0.0536255240440368,0.8758500665426254,0.0316830636002123,0.0042834321502596,0.6729543954133987,0.0003548870694409,0
0,0,1,4.75222554038532e-05,minmax,56,mse,unet,1,0.0231030747294425,0.575731631120046,0.2419970482587814,0.2594766803085804,0.2583474367856979,0.084586932323873,0.1459783967584371,4.75222554038532e-05,0
1,1,6,0.0029278457894928,minmax,59,xtanh,unet,1,0.0013072216450901,0.912046355860574,0.2455981224775314,0.5153649970889091,0.0408000610768795,0.0730670019984245,0.670691505074501,0.0029278457894928,0
1,1,7,1.7993719846166553e-05,minmax,40,logcosh,unet,1,0.0332977531308477,0.4542747871442275,0.2909466847777366,0.2391665764153003,0.3221709802746773,0.1172998957335949,0.0672917617484927,1.7993719846166553e-05,0
2,2,9,9.395609114072673e-05,minmax,29,logcosh,unet,1,0.0099609004954497,0.7573966105779012,0.1059302501380443,0.7937001436948776,0.0891440324485302,0.0146633887197822,0.5193648487329483,9.395609114072673e-05,0
2,2,10,1.4851002660131949e-05,minmax,49,mae,unet,1,0.0395799885607428,0.4048821379741033,0.3476909548044204,0.1728677172213792,0.3654954582452774,0.1618137843906879,0.0344013543799519,1.4851002660131949e-05,0
