,trial,learning_rate,norm,weight_decay,train_batch_size,training_loss,model_name,epoch,train_loss,train_corr,tcesm_corr,train_custom,valid_loss,valid_corr,vcesm_corr,valid_custom,valid_perc,valid_rmse,valid_mae,valid_ssim,valid_cesm_perc,valid_cesm_rmse,valid_cesm_mae,valid_cesm_ssim,valid_custom_second,valid_custom_third,evals_loss,evals_corr,ecesm_corr,evals_custom,evals_perc,evals_rmse,evals_mae,evals_ssim,evals_cesm_perc,evals_cesm_rmse,evals_cesm_mae,evals_cesm_ssim,evals_custom_second,evals_custom_third,lr
0,139,0.00201665085711744,minmax,2.471777062474563e-12,4,logcosh,unet,4,0.0005776928049189419,0.9637839463624087,0.9316894777796485,0.9666995194266373,0.0004351307943579741,0.9658166915178299,0.9297411292791367,0.9626476094733891,0.004326114896684885,0.0008702615887159482,0.022022643126547337,0.9219222962856293,0.040159973315894604,0.0020735371217597276,0.03079200442880392,0.8299514651298523,0.41969906378015176,0.7152065458248176,0.0004951450624503196,0.9633199214935303,0.9367727041244507,0.9724419512388773,0.0053978079929947855,0.000990290124900639,0.023209384083747862,0.920222818851471,0.038899869471788404,0.0017328800400719046,0.028543306142091752,0.8308517575263977,0.5714706742536821,0.8131287934273965,0.000201665085711744
1,140,0.0025304900973197974,minmax,1.414834171291395e-12,14,logcosh,unet,14,0.0005014237466393896,0.967938312462398,0.9327992134624057,0.9636969644164618,0.0003832814109046012,0.9695413410663605,0.9297411292791367,0.9589494433074415,0.0031476346193812788,0.0007665628218092024,0.02035008231177926,0.9377617090940475,0.040159973315894604,0.0020735371217597276,0.03079200442880392,0.8299514651298523,0.36968849689975714,0.6608885225004411,0.00044326254283078015,0.9673321127891541,0.9367727041244507,0.968408565930278,0.00453346511349082,0.0008865250856615603,0.021636239439249038,0.9380106329917908,0.038899869471788404,0.0017328800400719046,0.028543306142091752,0.8308517575263977,0.5115905689725496,0.7580144826791063,0.00025304900973197974
2,142,0.002853537949062037,minmax,1.4686364102287553e-12,7,logcosh,unet,20,0.00044370917460164204,0.9690843021112775,0.9323275079802861,0.9620705917422128,0.00037156564940232784,0.9702884256839752,0.9297411292791367,0.958211089268373,0.002640036167576909,0.0007431312988046557,0.019922581035643816,0.9408515989780426,0.040159973315894604,0.0020735371217597276,0.03079200442880392,0.8299514651298523,0.3583882299507568,0.6470050068259777,0.00044074307079426943,0.9667454481124877,0.9367727041244507,0.9689962398617371,0.0035558059345930813,0.0008814861415885389,0.02139560505747795,0.9354452013969421,0.038899869471788404,0.0017328800400719046,0.028543306142091752,0.8308517575263977,0.5086827254077912,0.7495839813008434,2.8535379490620372e-05
3,144,0.0029103926847481565,minmax,1.4706185755416692e-12,13,logcosh,unet,2,0.0007333056610286124,0.9553580853476453,0.9326868528750405,0.9762693875518361,0.0004791109968209639,0.9608829617500305,0.9297411292791367,0.9675903999648656,0.008958577062003314,0.0009582219936419278,0.022524228785187006,0.89968641102314,0.040159973315894604,0.0020735371217597276,0.03079200442880392,0.8299514651298523,0.46211952686370206,0.7314960231727251,0.0004847811535000801,0.961720061302185,0.9367727041244507,0.9740596477274737,0.010238463431596756,0.0009695623070001602,0.022856298461556436,0.9003950238227845,0.038899869471788404,0.0017328800400719046,0.028543306142091752,0.8308517575263977,0.559509189660889,0.8007586208750745,0.0029103926847481565
4,145,0.0005866788964706443,minmax,4.491191649526317e-06,8,logcosh,unet,14,0.00047162729752017187,0.9679974046620455,0.9325883545658805,0.9634203047181441,0.0003798156030825339,0.9701582938432693,0.9297411292791367,0.9583396185750053,0.002615607576444745,0.0007596312061650679,0.02026891289278865,0.9402144402265549,0.040159973315894604,0.0020735371217597276,0.03079200442880392,0.8299514651298523,0.36634560249415715,0.6582524674434119,0.0004446603124961257,0.9675244212150573,0.9367727041244507,0.9682160817687813,0.003536907443776727,0.0008893206249922514,0.021725347265601158,0.9362134099006653,0.038899869471788404,0.0017328800400719046,0.028543306142091752,0.8308517575263977,0.5132038020100628,0.7611363293884025,5.866788964706444e-05
5,147,0.0018014974466788955,minmax,3.3247849348337202e-06,9,logcosh,unet,16,0.0004638692416661723,0.96814492101572,0.9324180477735947,0.9630975978217777,0.0003639498172560707,0.9705023169517517,0.9297411292791367,0.9579999068929153,0.0026600154233165085,0.0007278996345121413,0.019690176472067833,0.9410904347896576,0.040159973315894604,0.0020735371217597276,0.03079200442880392,0.8299514651298523,0.3510424900878563,0.6394574447920303,0.00041087515419349077,0.9680026531219482,0.9367727041244507,0.967737744419629,0.003497671103104949,0.0008217503083869815,0.02082861289381981,0.9393916726112366,0.038899869471788404,0.0017328800400719046,0.028543306142091752,0.8308517575263977,0.47421072975881445,0.7297197034615632,0.00018014974466788955
6,149,0.0033897985687028442,minmax,3.85500351297123e-12,11,logcosh,linknet,21,0.0004634332952264231,0.9682746008038521,0.9315862208604813,0.9621095297626185,0.00036648310924647376,0.9709557443857193,0.9297411292791367,0.9575525297163185,0.00231186393648386,0.0007329662184929475,0.019824153743684292,0.943936213850975,0.040159973315894604,0.0020735371217597276,0.03079200442880392,0.8299514651298523,0.3534859399434858,0.6438084857230042,0.0004347162845078856,0.9677633047103882,0.9367727041244507,0.9679770865095865,0.0034041660372167827,0.0008694325690157712,0.021300371363759042,0.9416900992393493,0.038899869471788404,0.0017328800400719046,0.028543306142091752,0.8308517575263977,0.5017269221819272,0.746247517989802,3.389798568702845e-06
7,151,0.0004770225249677838,minmax,1.5123172122770682e-09,10,logcosh,unet,11,0.000526585060883504,0.9643046110868454,0.9323926893147555,0.9669068037161798,0.0003992219644715078,0.9676931351423264,0.9297411292791367,0.9607809495748797,0.0029727545916102827,0.0007984439289430156,0.02063504420220852,0.9307665377855301,0.040159973315894604,0.0020735371217597276,0.03079200442880392,0.8299514651298523,0.3850637254400386,0.6701429343425845,0.000528033752925694,0.9586074352264404,0.9367727041244507,0.9772224475842586,0.005014962702989578,0.001056067505851388,0.022869296744465827,0.9175762057304382,0.038899869471788404,0.0017328800400719046,0.028543306142091752,0.8308517575263977,0.609429089971841,0.8012140090086244,0.0004770225249677838
8,153,0.0018158368280116238,minmax,1.184181725368026e-12,7,logcosh,unet,3,0.0007624583686554124,0.957484306324096,0.9316772629344274,0.9730470325004646,0.0005166667397134006,0.9619867503643036,0.9297411292791367,0.966480181693817,0.0036234252038411796,0.0010333334794268012,0.02384953200817108,0.9099049866199493,0.040159973315894604,0.0020735371217597276,0.03079200442880392,0.8299514651298523,0.49834337113282673,0.7745365217556734,0.0005634729750454426,0.9616378784179688,0.9367727041244507,0.9741428921930313,0.004525329358875752,0.0011269459500908852,0.024715224653482436,0.914367425441742,0.038899869471788404,0.0017328800400719046,0.028543306142091752,0.8308517575263977,0.650331196638472,0.8658851406507466,0.0018158368280116238
9,154,0.004502535639597442,minmax,1.6088313557649467e-09,7,logcosh,unet,30,0.000436231515200306,0.9690551265837655,0.9313392639160156,0.9610797552862544,0.00035972082696389407,0.9712781757116318,0.9297411292791367,0.9572346548381344,0.002581861102953553,0.0007194416539277881,0.01962312962859869,0.945275142788887,0.040159973315894604,0.0020735371217597276,0.03079200442880392,0.8299514651298523,0.34696347915740566,0.6372800339766945,0.0004217091074679047,0.9683559894561767,0.9367727041244507,0.9673846336723099,0.003644721070304513,0.0008434182149358094,0.021014534309506415,0.9432273864746094,0.038899869471788404,0.0017328800400719046,0.028543306142091752,0.8308517575263977,0.4867147150594523,0.7362333643094365,4.502535639597443e-07
