,trial,learning_rate,norm,train_batch_size,training_loss,model_name,epoch,train_loss,train_corr,valid_mae,valid_corr,valid_perc,valid_rmse,valid_ssim,lr,pruned
0,1,0.00018568314360089828,minmax,21,mse,unet,8,0.0008780617472006096,0.9483230397814796,0.02685208898037672,0.9490069150924683,0.005848834232892841,0.0012068168580299243,0.8642875105142593,0.00018568314360089828,0
1,3,0.00036819575177857974,zscore,50,mse,unet,8,0.11140913078013588,0.8524527304312762,0.3510628528892994,0.8057462871074677,0.2626883536577225,0.29315325152128935,-10.0,0.00036819575177857974,0
2,5,0.0002678926914125804,zscore,40,mae,unet,9,0.11008167927238074,0.8531046672300859,0.3486502766609192,0.800063967704773,0.2616189233958721,0.2926282975822687,-10.0,0.0002678926914125804,0
3,7,5.940314828712143e-05,zscore,32,mse,unet,8,0.12299037835112324,0.8821315897835625,0.3752545118331909,0.8352984189987183,0.2577298078685999,0.3157904427498579,-10.0,5.940314828712143e-05,0
4,9,2.2734862011176553e-05,zscore,31,mae,unet,8,0.13771857933274337,0.8906044065952301,0.41035182029008865,0.8427212834358215,0.2759519834071398,0.3476808965206146,-10.0,2.2734862011176553e-05,0
5,10,0.0011212298602036861,zscore,64,mse,unet,8,0.11061367965661563,0.8410920042258042,0.3449428230524063,0.7838128209114075,0.28845010325312614,0.28932527266442776,-10.0,0.0011212298602036861,0
