,Unnamed: 0,trial,learning_rate,norm,weight_decay,train_batch_size,training_loss,model_name,epoch,train_loss,train_corr,tcesm_corr,train_custom,valid_loss,valid_corr,vcesm_corr,valid_custom,valid_perc,valid_rmse,valid_mae,valid_ssim,valid_cesm_perc,valid_cesm_rmse,valid_cesm_mae,valid_cesm_ssim,valid_custom_second,valid_custom_third,evals_loss,evals_corr,ecesm_corr,evals_custom,evals_perc,evals_rmse,evals_mae,evals_ssim,evals_cesm_perc,evals_cesm_rmse,evals_cesm_mae,evals_cesm_ssim,evals_custom_second,evals_custom_third,lr
3,3,10,1.5182552524185592e-06,negone,1.7783298198852854e-07,35,xtanh,unet++,74,0.0346014226227998,0.8397098422050476,0.9326197552680968,1.1106452591041105,0.0312450127676129,0.8435056805610657,0.9297411292791368,1.1022345796897428,0.19578168541193,0.062490027397871,0.2216039188206195,-10.0,0.0634271306917071,0.0082941484870389,0.0615840088576078,-10.0,7.534230607942799,3.5984003466387446,0.0315946545451879,0.8343403935432434,0.9367727518081664,1.1227704652173407,0.1973061501979827,0.0631893180310726,0.2220348358154296,-10.0,0.0565389417111873,0.0069315201602876,0.0570866122841835,-10.0,9.116227980277651,3.889437942299248,1.5182552524185592e-06
7,7,11,3.202435330388445e-05,minmax,3.156322519289736e-12,30,huber,pspnet,22,0.0032803961637847,0.7699294645210792,0.932590429125161,1.2112673590239362,0.0014907271252013,0.8714913874864578,0.9297411292791368,1.0668391479584003,0.125669864937663,0.0029814542504027,0.0374454353004694,0.6168166548013687,0.0401599733158946,0.0020735371217597,0.0307920044288039,0.8299514651298523,1.437859114802106,1.216076575561987,0.0014571702806279,0.8767953515052795,0.9367727041244508,1.068405190009507,0.1197704836726188,0.0029143405612558,0.0375305153429508,0.6163714289665222,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,1.681790137726374,1.314862236214675,3.202435330388445e-06
0,0,12,0.0003659508224469,negone,4.209618424348185e-12,30,logcosh,fpn,28,0.0068310884566142,0.8683013957122276,0.9330103068516172,1.0745235599746006,0.0055850474745966,0.8817604333162308,0.9297411292791368,1.0544146620215815,0.1814024001359939,0.0111700949491932,0.0718695800751447,-10.0,0.0634271306917071,0.0082941484870389,0.0615840088576078,-10.0,1.3467440288353372,1.1670169157275685,0.0060313758440315,0.8798734068870544,0.9367727518081664,1.064667649318348,0.1760037273168563,0.0120627516880631,0.0756790339946746,-10.0,0.0565389417111873,0.0069315201602876,0.0570866122841835,-10.0,1.7402750636395192,1.3256879497058969,3.659508224469903e-07
0,0,13,1.4682697867030944e-06,minmax,2.1082538200033847e-10,30,xsigmoid,unet,39,0.0059093682191752,0.6775672744060385,0.9327915927459454,1.3766774576939815,0.0054402344394475,0.7197390794754028,0.9297411292791368,1.2917752499375166,0.0941794663667678,0.010880468878895,0.0780042205005884,0.5087707340717316,0.0401599733158946,0.0020735371217597,0.0307920044288039,0.8299514651298523,5.247298813566081,2.533262187622334,0.0044032087083905,0.7562343597412109,0.9367727041244508,1.2387333265907428,0.0914491057395935,0.0088064174167811,0.0733188942074775,0.5060231149196625,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,5.08195444181801,2.5686896199931417,1.4682697867030944e-07
1,1,14,1.867965345708325e-06,negone,1.3690340503702826e-10,25,mae,fpn,21,0.0207346964627504,0.6122395890099662,0.9330014875956943,1.523915644044552,0.0141461191233247,0.7101633548736572,0.9297411292791368,1.309193332630552,0.2959682792425155,0.0282922382466495,0.133313262835145,-10.0,0.0634271306917071,0.0082941484870389,0.0615840088576078,-10.0,3.411108239846584,2.1647383031427325,0.0158438649028539,0.6854812860488891,0.9367727518081664,1.3665912853839093,0.2918596446514129,0.0316877298057079,0.1418954610824584,-10.0,0.0565389417111873,0.0069315201602876,0.0570866122841835,-10.0,4.571541173212583,2.485617124661157,1.8679653457083253e-07
2,2,15,9.218592325854967e-06,zscore,2.575711902219064e-08,126,logcosh,unet++,74,0.3603981179850442,0.8918584414890834,0.9329278809683664,1.0460492804336885,0.3221106305718422,0.8860166966915131,0.929741144180298,1.0493494622077175,0.233261838555336,0.7330723106861115,0.6711611896753311,-10.0,0.0846777558326721,0.1552853770554065,0.2664693966507911,-10.0,4.720807101009568,2.518717714345597,0.3452256798744201,0.8828773856163025,0.9367727279663086,1.061045104595565,0.2703713715076447,0.7969164490699768,0.6976620316505432,-10.0,0.0747098118066787,0.1297738626599311,0.2470095008611679,-10.0,6.140808578367389,2.8244339963371097,9.218592325854967e-06
1,1,16,3.185279508839284e-06,minmax,1.592419093873751e-08,126,logcosh,unet++,3,0.0133750930960689,0.3823397117001669,0.932806474821908,2.4397321185234886,0.0508122276514768,0.4190409481525421,0.9297411292791368,2.218735742600234,0.2087861523032188,0.1016244553029537,0.2806358933448791,0.1454054005444049,0.0401599733158946,0.0020735371217597,0.0307920044288039,0.8299514651298523,49.01019337271818,9.11392092040499,0.0500468835234642,0.4176902711391449,0.9367727041244508,2.242744849119036,0.213575729727745,0.1000937670469284,0.2780103862285614,0.1399451583623886,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,57.76150958653496,9.739950405345294,3.185279508839284e-06
2,2,17,2.6283184667976507e-05,zscore,1.0465709951315053e-12,34,mae,deeplabv3+,4,0.3507337772846222,0.7994026684761047,0.932818374633789,1.1668942466904866,0.3141291439533233,0.7981791347265244,0.929741144180298,1.1648276730496718,0.4531336724758148,0.7213384211063385,0.6604035049676895,-10.0,0.0846777558326721,0.1552853770554065,0.2664693966507911,-10.0,4.6452437105456585,2.478346531602464,0.3300344049930572,0.8027943968772888,0.9367727279663086,1.1668899678549938,0.4603942215442657,0.7636398315429688,0.6761091589927674,-10.0,0.0747098118066787,0.1297738626599311,0.2470095008611679,-10.0,5.884388550135599,2.7371787588558205,2.6283184667976507e-05
3,3,18,0.0004023863922539,minmax,2.8915997781040094e-07,10,smooth,pspnet,19,0.0015902113770028,0.8727280348539352,0.9326658689162948,1.0686787082213889,0.0014081753324717,0.8773401826620102,0.9297411292791368,1.0597270564516177,0.1245887465775013,0.0028163506649434,0.0359691483899951,0.6200510561466217,0.0401599733158946,0.0020735371217597,0.0307920044288039,0.8299514651298523,1.3582349866750074,1.1681327363134664,0.0014080130495131,0.8823674321174622,0.9367727041244508,1.0616582956563,0.1190928369760513,0.0028160260990262,0.0365591801702976,0.6172378063201904,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,1.6250554186713086,1.280832009729425,4.0238639225391176e-05
4,4,19,0.0002912886105091,zscore,2.178140071514902e-05,94,logcosh,unet,5,0.3152515292167663,0.8790331217977736,0.9330273336834378,1.0614245476612267,0.2756671607494354,0.8784657418727875,0.929741144180298,1.0583692679901178,0.2086954768747091,0.6221861764788628,0.5989957749843597,-10.0,0.0846777558326721,0.1552853770554065,0.2664693966507911,-10.0,4.006727409090579,2.247897066278666,0.2954341650009155,0.8765669226646423,0.9367727279663086,1.0686836381170408,0.2394495546817779,0.6752335965633393,0.6232300758361816,-10.0,0.0747098118066787,0.1297738626599311,0.2470095008611679,-10.0,5.203155571725334,2.523101636428427,0.0002912886105091
5,5,20,8.761953048594023e-05,negone,7.195865093725169e-09,37,logcosh,deeplabv3,14,0.0091405252966543,0.8353663501532181,0.9330501245415728,1.1169352516658566,0.0081168140750378,0.8430151641368866,0.9297411292791368,1.102875925406447,0.2838831171393394,0.0162336281500756,0.0875074081122875,-10.0,0.0634271306917071,0.0082941484870389,0.0615840088576078,-10.0,1.9572386695805628,1.4209436789770988,0.0080715822055935,0.8526715993881225,0.9367727518081664,1.098632524503449,0.2757595777511596,0.0161431644111871,0.0888280138373374,-10.0,0.0565389417111873,0.0069315201602876,0.0570866122841835,-10.0,2.3289500770228337,1.5560218111234514,8.761953048594023e-06
3,3,21,5.102235004437941e-06,minmax,4.52391314541118e-09,6,mae,unet++,51,0.0005114772456039,0.9667206816121836,0.9320772233463468,0.9641639421553884,0.0004215538501739,0.9654444605112076,0.9297411292791368,0.9630187621428106,0.0031887144432403,0.0008431077003479,0.0217598830349743,0.9094336479902267,0.0401599733158946,0.0020735371217597,0.0307920044288039,0.8299514651298523,0.4066036202102756,0.7066731587833684,0.0004665864165872,0.9630261540412904,0.9367727041244508,0.9727385909441104,0.003417862765491,0.0009331728331744,0.0227747105062007,0.9041768789291382,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,0.538509770783525,0.7979002289652694,5.102235004437941e-07
6,6,22,0.0014760329488129,negone,5.842970662294745e-09,22,mse,unet++,6,0.0050368610885925,0.9229549437761306,0.9327169582247734,1.0105769133308966,0.003803860861808,0.9366584271192552,0.9297411292791368,0.9926149195482148,0.044196737697348,0.0076077217236161,0.0575259197503328,-10.0,0.0634271306917071,0.0082941484870389,0.0615840088576078,-10.0,0.917239634123328,0.9341048239217754,0.0044856089167296,0.9282846689224244,0.9367727518081664,1.0091438361204386,0.0501212235540151,0.0089712178334593,0.06266630589962,-10.0,0.0565389417111873,0.0069315201602876,0.0570866122841835,-10.0,1.29426411898182,1.0977408431185267,0.0014760329488129
7,7,23,2.221823854185332e-05,zscore,1.4843079940067858e-11,108,logcosh,manet,33,0.3373895324766636,0.8741910010576248,0.9330157041549684,1.067290446854492,0.3004636578261852,0.8702297657728195,0.929741144180298,1.0683858226276923,0.250462532043457,0.6807819977402687,0.6418956965208054,-10.0,0.0846777558326721,0.1552853770554065,0.2664693966507911,-10.0,4.384070223800676,2.408890869228076,0.320993435382843,0.8730749487876892,0.9367727279663086,1.07295797373074,0.2697309851646423,0.7362993121147156,0.6648751735687256,-10.0,0.0747098118066787,0.1297738626599311,0.2470095008611679,-10.0,5.673710383763235,2.691698785879576,2.221823854185332e-06
0,0,24,2.389983864513301e-06,negone,8.716236047182033e-08,27,huber,unet++,74,0.0248041207087226,0.8671360556036234,0.9327826984226704,1.075705124236069,0.0218199808150529,0.8717263638973236,0.9297411292791368,1.0665515783214816,0.1451896671205759,0.0436399616301059,0.180709857493639,-10.0,0.0634271306917071,0.0082941484870389,0.0615840088576078,-10.0,5.261536093584677,2.934363333044286,0.0224149264395236,0.8646344780921936,0.9367727518081664,1.083432104020586,0.1416864529252052,0.0448298528790473,0.1829455435276031,-10.0,0.0565389417111873,0.0069315201602876,0.0570866122841835,-10.0,6.467535525019264,3.204701351288457,2.389983864513301e-06
0,0,25,3.646490568252378e-06,zscore,3.3060213667953846e-05,78,logcosh,deeplabv3+,64,0.3618499663743106,0.8026050979440863,0.93291714516553,1.1623613500029402,0.3272985741496086,0.7963955849409103,0.929741144180298,1.1674363366156548,0.4603917673230171,0.751272588968277,0.6784160882234573,-10.0,0.0846777558326721,0.1552853770554065,0.2664693966507911,-10.0,4.8380124594746565,2.5459437246841645,0.34468714594841,0.8008602857589722,0.9367727279663086,1.169708055979493,0.4686596035957336,0.7978935360908508,0.6961416006088257,-10.0,0.0747098118066787,0.1297738626599311,0.2470095008611679,-10.0,6.14833772946798,2.81827864184096,3.646490568252379e-09
1,1,26,5.282986358782595e-06,minmax,7.332317769012572e-10,73,logcosh,deeplabv3+,24,0.0028881424223072,0.7926630973815918,0.9329144259293874,1.1769368714288435,0.0038234804524108,0.7986117452383041,0.9297411292791368,1.1641966635510774,0.1077685579657554,0.0076469609048217,0.0700882673263549,0.5978196710348129,0.0401599733158946,0.0020735371217597,0.0307920044288039,0.8299514651298523,3.6878823265686633,2.2761839843330223,0.0034757629036903,0.8329627871513366,0.9367727041244508,1.124627316579334,0.1007327169179916,0.0069515258073806,0.0670163296163082,0.6135047435760498,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,4.011544738603042,2.34788252218203,5.282986358782595e-06
1,1,27,0.0017813615189441,negone,0.0002711198826646,71,logcosh,manet,25,0.0047427675065894,0.9256531248490016,0.9325503160556158,1.0074511618029047,0.0036841189139522,0.935898706316948,0.9297411292791368,0.99342068004128,0.0432603324297815,0.0073682378279045,0.0552100073546171,-10.0,0.0634271306917071,0.0082941484870389,0.0615840088576078,-10.0,0.8883657966117572,0.8964990811538683,0.0043131954967975,0.9289477586746216,0.9367727518081664,1.008423501817486,0.0502122670412063,0.0086263909935951,0.060128529369831,-10.0,0.0565389417111873,0.0069315201602876,0.0570866122841835,-10.0,1.2445164688429873,1.053285997608416,0.0001781361518944
2,2,28,0.0013094836497821,negone,1.222894191963587e-09,98,mae,unet++,28,0.0049547571171489,0.9251447717348734,0.9328376120991178,1.0083152827527937,0.0039259112090803,0.9337608069181442,0.9297411292791368,0.9956951741717728,0.049948823871091,0.0078518224181607,0.057996654883027,-10.0,0.0634271306917071,0.0082941484870389,0.0615840088576078,-10.0,0.946670104885464,0.9417486123244216,0.0045640547294169,0.9277141928672792,0.9367727518081664,1.0097643854222929,0.0563601084053516,0.0091281094588339,0.0628517508506774,-10.0,0.0565389417111873,0.0069315201602876,0.0570866122841835,-10.0,1.3168986380694836,1.1009893271962694,0.0001309483649782
2,2,29,1.661177661043465e-06,minmax,2.475873765999659e-07,57,huber,unet,48,0.0062718220675985,0.6656734983126322,0.9327253262201946,1.4011753939198313,0.0061234559398144,0.6978622078895569,0.9297411292791368,1.3322703518948495,0.1061215568333864,0.0122469118796288,0.083732409402728,0.463070660829544,0.0401599733158946,0.0020735371217597,0.0307920044288039,0.8299514651298523,5.906290150829533,2.719290639111556,0.0051209508441388,0.7200884103775025,0.9367727041244508,1.3009134581590511,0.1004717767238616,0.0102419016882777,0.0787338361144065,0.4656862318515777,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,5.910335078851009,2.7583993151480346,1.661177661043465e-06
3,3,30,5.299623455282825e-06,minmax,0.0007315142105763,50,smooth,manet,46,0.0015840925933683,0.8795277160756728,0.932664106873905,1.0604146860036647,0.0011716841836459,0.9009193331003188,0.9297411292791368,1.0319915392198695,0.0381146497093141,0.0023433683672919,0.0366948554292321,0.6854229420423508,0.0401599733158946,0.0020735371217597,0.0307920044288039,0.8299514651298523,1.1301308969589434,1.1917007713504506,0.0011998377973213,0.903704595565796,0.9367727041244508,1.036591723358396,0.0377774741500616,0.0023996755946427,0.0373744368553161,0.6823347449302674,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,1.3847903716077112,1.3093941069497017,5.299623455282825e-06
0,0,31,0.0001030697372371,minmax,1.0878403360852277e-11,17,xsigmoid,fpn,20,0.0060990916008093,0.7214772607765946,0.9329035656124938,1.2930463873640603,0.0013316636031959,0.9033454954624176,0.9297411292791368,1.029219865432779,0.0883978381752967,0.0026633272063918,0.0360857481136918,0.7212470918893814,0.0401599733158946,0.0020735371217597,0.0307920044288039,0.8299514651298523,1.2844367136921968,1.171919424639207,0.0012405979447066,0.9098384737968443,0.9367727041244508,1.0296033099317146,0.083559150993824,0.0024811958894133,0.0352769531309604,0.7258009672164917,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,1.4318336134279677,1.2359098471406174,1.0306973723711302e-05
0,0,32,0.0009784791180354,negone,3.488269796037184e-12,29,mae,manet,9,0.004917025573862,0.9242807646592458,0.9326988637447358,1.0091077293906396,0.0038213415537029,0.9357441365718842,0.9297411292791368,0.9935847770152858,0.042309891898185,0.0076426831074059,0.0572450589388608,-10.0,0.0634271306917071,0.0082941484870389,0.0615840088576078,-10.0,0.9214548207509136,0.929544211245174,0.0043853607960045,0.9308486700057984,0.9367727518081664,1.006364172816975,0.0474476583302021,0.008770721592009,0.0614504680037498,-10.0,0.0565389417111873,0.0069315201602876,0.0570866122841835,-10.0,1.2653388274420214,1.0764427165136825,0.0009784791180354
1,1,33,0.0001892273913913,negone,1.133405124256192e-06,16,xtanh,deeplabv3+,9,0.0064348439178006,0.8888693495230241,0.9326030341061678,1.0492014766923976,0.0055209656711667,0.8941605091094971,0.9297411292791368,1.0397922071117571,0.181479625403881,0.0110419313423335,0.0700221881270408,-10.0,0.0634271306917071,0.0082941484870389,0.0615840088576078,-10.0,1.331291736528294,1.137018999346786,0.0058814550749957,0.8925439238548278,0.9367727518081664,1.049553670997297,0.1723041117191314,0.0117629101499915,0.0733400210738182,-10.0,0.0565389417111873,0.0069315201602876,0.0570866122841835,-10.0,1.697017375406929,1.2847148944260949,1.8922739139132027e-05
1,1,34,0.0014001327980386,negone,9.237588428281612e-07,119,smooth,unet++,2,0.0099465014146906,0.8737895148141044,0.933063839163099,1.0678359299855011,0.0098251283634454,0.861150711774826,0.9297411292791368,1.0796497251485122,0.1177413873374462,0.0196502567268908,0.1071608047932386,-10.0,0.0634271306917071,0.0082941484870389,0.0615840088576078,-10.0,2.3691710797796595,1.7400751718033118,0.010253345221281,0.8627488732337951,0.9367727518081664,1.085800029267974,0.1155837088823318,0.0205066904425621,0.1090250954031944,-10.0,0.0565389417111873,0.0069315201602876,0.0570866122841835,-10.0,2.958469422054049,1.9098189757776367,0.0014001327980386
2,2,35,1.1266701878877728e-05,zscore,4.643518833972741e-05,121,mse,deeplabv3,6,0.3781455159187317,0.7738479716437203,0.932403436728886,1.2048922668213244,0.3702386915683746,0.7580996304750443,0.929741144180298,1.2264102326467283,0.4619307294487953,0.8601736575365067,0.7365733832120895,-10.0,0.0846777558326721,0.1552853770554065,0.2664693966507911,-10.0,5.539308812249543,2.764195035039505,0.3945016264915466,0.7649729728698731,0.9367727279663086,1.224582777678944,0.4727744400501251,0.9262849450111388,0.7638482451438904,-10.0,0.0747098118066787,0.1297738626599311,0.2470095008611679,-10.0,7.137684939211858,3.0923840681464823,1.1266701878877728e-05
2,2,36,0.0008269910775268,minmax,1.832277760260676e-10,51,xtanh,pspnet,17,0.0022307042689884,0.827804660095888,0.9329613552374,1.1270308083664702,0.0014218210417311,0.8763751685619354,0.9297411292791368,1.0608939671405464,0.124789172783494,0.0028436420834623,0.0358444517478346,0.6195379793643951,0.0401599733158946,0.0020735371217597,0.0307920044288039,0.8299514651298523,1.3713967565958225,1.1640830927623709,0.0013943054480478,0.8825256586074829,0.9367727041244508,1.0614679527874158,0.1189827069640159,0.0027886108960956,0.0361895076930522,0.6182596325874329,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,1.60923481811235,1.2678807252704678,8.269910775268468e-06
3,3,37,9.902934666895364e-06,minmax,4.1477142462272414e-08,87,huber,manet,33,0.0019933350384235,0.8501311004161834,0.9329091548919678,1.0973709283606494,0.0013066313113085,0.8901355862617493,0.9297411292791368,1.0444938317585035,0.0483737834729254,0.0026132626226171,0.0391479795798659,0.6495918184518814,0.0401599733158946,0.0020735371217597,0.0307920044288039,0.8299514651298523,1.260292181506456,1.271368340777632,0.0028618131298571,0.8358139634132385,0.9367727041244508,1.120790923734899,0.0537635266780853,0.0057236262597143,0.0458174511790275,0.6315411567687989,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,3.3029558465436923,1.60519075649272,9.902934666895364e-06
3,3,38,2.0928715282204056e-05,minmax,8.020150331421993e-05,94,smooth,deeplabv3+,50,0.0014104348762581,0.890230569574568,0.932880010869768,1.0479083090974752,0.0014031378377694,0.892378032207489,0.9297411292791368,1.0418691358629952,0.0903102308511734,0.0028062756755389,0.0382557567209005,0.7000348120927811,0.0401599733158946,0.0020735371217597,0.0307920044288039,0.8299514651298523,1.3533761446032633,1.242392544121446,0.0013867477653548,0.9023921132087708,0.9367727041244508,1.0380993920629775,0.084110839664936,0.0027734955307096,0.0381982773542404,0.7105472326278687,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,1.6005121338892796,1.3382569336602124,2.092871528220406e-07
4,4,39,1.5634132381752597e-06,minmax,2.4023823359072413e-05,79,logcosh,unet,60,0.0059519025751135,0.6657620993527499,0.9327793283896012,1.401070035822772,0.0051781205693259,0.7207020819187164,0.9297411292791368,1.2900491792723814,0.1085177473723888,0.0103562411386519,0.0813429169356823,0.4415888115763664,0.0401599733158946,0.0020735371217597,0.0307920044288039,0.8299514651298523,4.994480701586399,2.641689569893387,0.0052315038628876,0.7121558904647827,0.9367727041244508,1.3154039960451267,0.108906777203083,0.0104630077257752,0.0808425486087799,0.4388011634349823,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,6.03792962226115,2.8322769691197194,1.5634132381752597e-06
