number,values_0,values_1,values_2,datetime_start,datetime_complete,duration,params_learning_rate,params_model_name,params_norm,params_train_batch_size,params_training_loss,params_weight_decay,state
101,0.962530483897412,0.4129024550125787,0.696719045286824,2023-05-31 04:09:18.904095,2023-05-31 04:19:04.409388,0 days 00:09:45.505293,0.00971042024673141,unet,minmax,13,logcosh,2.5233875632000216e-09,COMPLETE
102,0.963288941472889,0.4160159617230355,0.7012280438511562,2023-05-31 04:19:04.504032,2023-05-31 04:26:05.348153,0 days 00:07:00.844121,0.009713683773869579,unet,minmax,11,logcosh,2.772094423806634e-09,COMPLETE
103,0.9624420831378052,0.40542595728588615,0.6848519884801778,2023-05-31 04:26:05.448683,2023-05-31 04:45:50.810781,0 days 00:19:45.362098,0.008622113424665874,unet,minmax,65,logcosh,5.695580605083572e-12,COMPLETE
104,0.9646141078745799,0.432253152108773,0.7035916011967941,2023-05-31 04:37:59.683793,2023-05-31 04:54:59.833716,0 days 00:17:00.149923,0.00868893855558684,unet,minmax,66,logcosh,8.76148179847864e-11,COMPLETE
105,0.9666790193732674,0.45418472394728515,0.7289582360622313,2023-05-31 04:45:50.922577,2023-05-31 04:58:10.495675,0 days 00:12:19.573098,0.009619114514636052,unet,minmax,62,logcosh,2.841303251265314e-09,COMPLETE
106,0.9626311088877908,0.40738411103593986,0.6877490176759204,2023-05-31 04:54:59.928676,2023-05-31 05:11:54.025312,0 days 00:16:54.096636,0.009583882654459,unet,minmax,45,logcosh,6.198466043813422e-12,COMPLETE
107,0.9649943903417958,0.4350772538821829,0.7121495930318741,2023-05-31 04:58:10.661379,2023-05-31 05:14:35.835352,0 days 00:16:25.173973,0.00883282961252089,unet,minmax,64,logcosh,6.0695364385597524e-12,COMPLETE
108,0.9640238395612816,0.4355651536356476,0.7104968979661439,2023-05-31 05:11:54.164269,2023-05-31 05:22:43.622713,0 days 00:10:49.458444,0.00887349458267775,unet,minmax,12,logcosh,7.426821178904178e-12,COMPLETE
109,0.957842853115706,0.3508971209170432,0.6344404714163526,2023-05-31 05:14:59.176647,2023-05-31 05:31:46.079172,0 days 00:16:46.902525,0.009525562005171238,unet,minmax,11,logcosh,5.812762642584685e-12,COMPLETE
110,0.9600883312635037,0.37956222446861126,0.6647171463472256,2023-05-31 05:23:06.949498,2023-05-31 05:36:41.113339,0 days 00:13:34.163841,0.0023961338291427245,unet,minmax,45,logcosh,6.094746901577296e-12,COMPLETE
111,0.9573564148451773,0.350282989857437,0.6361906631658799,2023-05-31 05:31:46.198428,2023-05-31 05:51:53.647266,0 days 00:20:07.448838,0.009069097280594423,unet,minmax,11,logcosh,5.7518702440898954e-12,COMPLETE
112,0.9584172267596284,0.35663756798907137,0.6433850322340944,2023-05-31 05:36:41.222893,2023-05-31 05:47:37.010710,0 days 00:10:55.787817,0.008594154303487103,unet,minmax,10,logcosh,1.74504919754363e-11,COMPLETE
113,0.9600366271486622,0.38230959231744494,0.6688642109681244,2023-05-31 05:47:37.107083,2023-05-31 06:04:46.197036,0 days 00:17:09.089953,0.007139266245512673,unet,minmax,11,logcosh,5.726051692315703e-12,COMPLETE
114,0.9623721639083256,0.4096111212566824,0.6947754934319719,2023-05-31 05:51:53.777795,2023-05-31 06:02:42.763568,0 days 00:10:48.985773,0.007477514170921585,unet,minmax,12,logcosh,5.484341931180038e-12,COMPLETE
115,0.9679267378749101,0.5494703134523974,0.8300112425910762,2023-05-31 06:02:42.872851,2023-05-31 06:06:50.555964,0 days 00:04:07.683113,0.007224211951799264,unet,minmax,9,logcosh,5.7484085296172964e-12,COMPLETE
116,0.9576278792859017,0.35433925571293334,0.6464119360258428,2023-05-31 06:04:46.302599,2023-05-31 06:27:11.108962,0 days 00:22:24.806363,0.007027480940952398,unet,minmax,8,logcosh,1.9360442160654503e-11,COMPLETE
