,trial,learning_rate,weight_decay,train_batch_size,training_loss,model_name,epoch,lr,train_loss,train_corr,tcesm_corr,tcorr_cust,tmse_cust,tmae_cust,tgrad_inp,tgrad_lbl,tgrad_out,valid_loss,valid_corr,vcesm_corr,vcorr_cust,vmse_cust,vmae_cust,vgrad_inp,vgrad_lbl,vgrad_out,vmse_extreme_outp,vmse_extreme_cesm,valid_perc,valid_mse,valid_mae,valid_ssim,valid_cesm_perc,valid_cesm_mse,valid_cesm_mae,valid_cesm_ssim,evals_loss,evals_corr,ecesm_corr,ecorr_cust,emse_cust,emae_cust,egrad_inp,egrad_lbl,egrad_out,emse_extreme_outp,emse_extreme_cesm,evals_perc,evals_mse,evals_mae,evals_ssim,evals_cesm_perc,evals_cesm_mse,evals_cesm_mae,evals_cesm_ssim,total_params,train_params
0,6,8.584094975323017e-06,4.9732914668949905e-12,76,smooth,deeplabv3+,2,5.15389062318394e-06,0.011669341009110212,0.1485049046576023,0.9333893477916717,6.716777697692931,11.027010631561279,3.893156385421753,0.04083313960792119,0.04523393826858701,0.03752774739115995,0.007464957889169455,0.24936097487807274,0.9298219084739685,3.803381011331325,6.858396291732788,3.2437959909439087,0.03947701325455565,0.04411567238730044,0.0206821553224669,0.02038672473281622,0.002419129537884146,0.13998258486390114,0.01492991577833891,0.10294064693152905,0.4605471268296242,0.03957438841462135,0.0021805630531162024,0.031739044934511185,0.8286283165216446,0.00725129134953022,0.2806014508008957,0.9367727041244507,3.7082413085959187,8.434070014953614,3.547373914718628,0.01953033798029829,0.027860678935168397,0.014376398597758055,0.017278674244880676,0.0017824707785621286,0.1351466193795204,0.01450258269906044,0.10119446516036987,0.4559063196182251,0.038899869471788404,0.0017328800400719046,0.028543306142091752,0.8308517575263977,22440593,22440593
1,13,8.066956589537661e-06,8.264301212496037e-05,80,logcosh,manet,0,1.619844883179162e-06,0.023215398378670215,9.842734925769037e-06,0.9332036197185516,95324.38004393145,21.999089622497557,5.4256268501281735,0.03948915476897063,0.04442965907754541,0.09877444797037703,0.008501556236296892,0.008773192530497909,0.9306787848472595,106.95482040446302,8.089794516563416,3.3152048587799072,0.03940556389058602,0.04437641572365019,0.03814494839192845,0.02065599337220192,0.0022996155021246523,0.13086369261145592,0.017003112472593784,0.10364597849547863,0.14870652556419373,0.039662446826696396,0.002139939198968932,0.03139453148469329,0.8301901519298553,0.008543885126709939,0.003462204549668968,0.9367727041244507,378670.76709774573,9.9856201171875,3.636253023147583,0.01953033798029829,0.027860678935168397,0.037868307271282084,0.0198985256254673,0.0017824707785621286,0.12382847219705581,0.017087770253419877,0.10360294133424759,0.15226730108261108,0.038899869471788404,0.0017328800400719046,0.028543306142091752,0.8308517575263977,31786769,31786769
2,14,0.0002901432735124119,1.0995239588934702e-11,98,mse,unet++,17,0.00027990584571782037,0.00042632899567252025,0.9690944328904152,0.9331319257616997,0.9628899546704978,0.4023156426846981,0.6968256533145905,0.039475400814066176,0.04401794881160268,0.04136028262702288,0.0005127133044879884,0.9606760442256927,0.9284821897745132,0.9664704112016909,0.45685476809740067,0.7413070946931839,0.039788977541095644,0.04525154173250716,0.04295120787794532,0.0011216398561373353,0.002168734499718994,0.004577206447720528,0.0010254266089759767,0.023850854486227036,0.8925449401140213,0.04036506079137325,0.0022290953202173114,0.03214866481721401,0.8291759639978409,0.0005146599665749818,0.9587597370147705,0.9367727041244507,0.9770698004755042,0.6019606709480285,0.8515125393867493,0.01953033798029829,0.027860678935168397,0.025140162047525377,0.001190859463531524,0.0017824707785621286,0.0040015771985054014,0.0010293199331499637,0.024250200018286705,0.884887969493866,0.038899869471788404,0.0017328800400719046,0.028543306142091752,0.8308517575263977,26081745,26081745
3,24,0.0001257039303485649,2.2977181538360198e-10,71,mae,fpn,15,0.00011781031137082241,0.011824664067138325,0.6056742505593733,0.9333860386501659,1.545673244265477,11.169113159179688,3.9944108616222036,0.04002829201314146,0.04435299019032343,0.09411546732151331,0.0019119182834401727,0.8968325406312943,0.928937703371048,1.0358034659790984,1.7195778489112854,1.4133229553699493,0.0384262788198676,0.04347918495926267,0.04350934253951356,0.0035661380388773978,0.0020559380936902016,0.08531630225479603,0.0038238365668803453,0.04534215107560158,0.7116728127002716,0.04035244323313236,0.0022241525584831834,0.03208532743155956,0.8290044069290161,0.0016507983906194567,0.901970624923706,0.9367727041244507,1.038628644329123,1.929467463493347,1.5183997392654418,0.01953033798029829,0.027860678935168397,0.023805115918753932,0.0036468622740358113,0.0017824707785621286,0.07991653978824616,0.0033015967812389134,0.04324793666601181,0.715790855884552,0.038899869471788404,0.0017328800400719046,0.028543306142091752,0.8308517575263977,23158529,23158529
4,30,5.439342099414414e-05,5.69094690199488e-06,42,logcosh,unet++,22,2.7606409817155766e-05,0.0005130322089443277,0.9626964613011009,0.93291616753528,0.9690644308872991,0.48142727268369573,0.7672553783968875,0.040617436574448156,0.04495718131346626,0.04233504979296931,0.0005429036682471633,0.9576781988143921,0.9312212467193604,0.9723752185478686,0.5114350244402885,0.7916015237569809,0.03996801572046457,0.04347959399665054,0.04176137148961334,0.0012033296370645985,0.002067348192213103,0.007914310437627137,0.0010858073364943266,0.0248544760979712,0.8614990562200546,0.03893563989549875,0.0021208254620432854,0.03139856876805425,0.8306627571582794,0.0005744238849729299,0.9541001200675965,0.9367727041244507,0.9818479428756282,0.6720573306083679,0.9050475239753724,0.01953033798029829,0.027860678935168397,0.025643797639552622,0.0013664043508470058,0.0017824707785621286,0.007508947607129812,0.0011488477699458598,0.025777368620038033,0.8541914582252502,0.038899869471788404,0.0017328800400719046,0.028543306142091752,0.8308517575263977,26081745,26081745
5,38,0.0002968710814333284,6.577947914168997e-11,66,logcosh,unet++,25,0.00022186491176814528,0.00035007427747283754,0.9753852287928263,0.9334400991598765,0.9569994222035478,0.3332769200205803,0.628149668375651,0.039712150759004174,0.04423670561079143,0.04208623671259539,0.0005173117679078132,0.9602667987346649,0.9309838265180588,0.9695296327758116,0.4882490783929825,0.7480595409870148,0.038571668188577116,0.04317987744541525,0.041780615893650154,0.0013330980582395568,0.0024185472866520286,0.0035478011704981327,0.0010346235358156264,0.023501047398895025,0.9118750691413879,0.03969564661383629,0.002118090633302927,0.03140914672985673,0.8302413374185562,0.0004883109359070659,0.9615468263626099,0.9367727041244507,0.9742288516532476,0.5691574096679688,0.810416829586029,0.01953033798029829,0.027860678935168397,0.024614276933339986,0.0011035660398192703,0.0017824707785621286,0.0029866126365959643,0.0009766218718141317,0.02309662140905857,0.9091426610946656,0.038899869471788404,0.0017328800400719046,0.028543306142091752,0.8308517575263977,26081745,26081745
6,49,0.003933977658916269,0.0009095815770088346,26,smooth,pspnet,5,0.0036471939421602235,0.002165114435727798,0.8465044440761689,0.9328095163068464,1.1021223212044076,2.0563624635819466,1.5277775987502067,0.04092390567687202,0.045143844089887815,0.04018120409704353,0.0016595299821346998,0.8786290735006332,0.9312791228294373,1.0599610766844123,1.5480266511440277,1.2463307976722717,0.04033380925190984,0.045108696578473995,0.03418016181249535,0.004024197638500482,0.00237780885072425,0.12559939175844193,0.0033190599642693996,0.039324439130723476,0.6211519241333008,0.03922370634973049,0.002148859086446464,0.031557812355458736,0.8310398459434509,0.0015936555806547402,0.8750217318534851,0.9367727041244507,1.0706723494911556,1.8559610843658447,1.3611318826675416,0.01953033798029829,0.027860678935168397,0.013847783966308948,0.0038459669798612595,0.0017824707785621286,0.12019388973712922,0.0031873111613094805,0.03877853974699974,0.614363694190979,0.038899869471788404,0.0017328800400719046,0.028543306142091752,0.8308517575263977,21441121,21441121
7,57,3.4492895710390763e-06,9.602385275384954e-08,77,logcosh,linknet,0,6.926173458646466e-07,0.026095253229141236,0.023695818893611432,0.932554817199707,39.80917492780915,24.51932010650635,5.85233850479126,0.03988596003464814,0.04487092272148574,0.07844202813865632,0.01808094745501876,0.06177225336432457,0.9317770898342133,15.219807060771883,16.99364948272705,5.0426517724990845,0.039343386392259365,0.04512232536363051,0.009658068145686602,0.040139686316251755,0.002336535428185016,0.10543983429670334,0.03616189491003752,0.15940867364406586,0.36014387756586075,0.03984828945249319,0.002146399230696261,0.031675574369728565,0.8304950147867203,0.018173344992101194,0.05728658214211464,0.9367727041244507,17.09463052351034,21.308420944213868,5.623136806488037,0.01953033798029829,0.027860678935168397,0.009593212594013162,0.03898605853319168,0.0017824707785621286,0.09601402878761292,0.03634668998420239,0.16014463007450103,0.3588163495063782,0.038899869471788404,0.0017328800400719046,0.028543306142091752,0.8308517575263977,21775073,21775073
8,61,3.20425259951079e-05,7.9874415464932e-11,121,xtanh,unet++,0,3.873300542288642e-06,0.019679969176650047,0.10170634215076764,0.9330023129781088,9.282082263912313,18.35392157236735,5.005464156468709,0.04040360832942081,0.04512400782802654,0.09929853667652126,0.010347324889153242,0.07197247445583344,0.9297693818807602,13.046858556590731,9.391108989715576,3.599100351333618,0.04143835286053419,0.045974732319436086,0.03381488880761846,0.02381678018718958,0.0023930207826197147,0.1246580258011818,0.020694649778306484,0.11554300785064697,0.2026437744498253,0.03995201084762812,0.0022087562829256058,0.03212941624224186,0.8303820341825485,0.010529658570885659,0.07332529202103615,0.9367727041244507,12.954543429622674,12.33132438659668,4.0965534210205075,0.01953033798029829,0.027860678935168397,0.03356406991125548,0.023928029090166093,0.0017824707785621286,0.115251524746418,0.021059317141771318,0.11671818494796753,0.19843489825725555,0.038899869471788404,0.0017328800400719046,0.028543306142091752,0.8308517575263977,26081745,26081745
9,63,1.3733655431071934e-06,2.5214347794550276e-12,77,huber,deeplabv3+,2,8.24568672081559e-07,0.013047343026846648,0.02185078790577961,0.9336533308029175,365013.8662537437,12.397867584228516,4.1301408290863035,0.041153078110043664,0.045545571248056756,0.03905774140094696,0.007356710731983185,0.22091533243656158,0.9298219084739685,4.321899977617125,6.758915901184082,3.1900405883789062,0.03947701325455565,0.04411567238730044,0.020823207880671837,0.020346287172287703,0.002419129537884146,0.14061785861849785,0.01471342146396637,0.10123642906546593,0.4592358469963074,0.03957438841462135,0.0021805630531162024,0.031739044934511185,0.8286283165216446,0.007163580972701311,0.25383436381816865,0.9367727041244507,4.284443095629035,8.33048038482666,3.484883117675781,0.01953033798029829,0.027860678935168397,0.014134318852624481,0.017204820550978182,0.0017824707785621286,0.13571425676345825,0.014327161945402622,0.09940346479415893,0.45432900786399844,0.038899869471788404,0.0017328800400719046,0.028543306142091752,0.8308517575263977,22440593,22440593
