,Unnamed: 0,trial,learning_rate,norm,weight_decay,train_batch_size,training_loss,model_name,epoch,train_loss,train_corr,tcesm_corr,train_custom,valid_loss,valid_corr,vcesm_corr,valid_custom,valid_perc,valid_rmse,valid_mae,valid_ssim,valid_cesm_perc,valid_cesm_rmse,valid_cesm_mae,valid_cesm_ssim,valid_custom_second,valid_custom_third,evals_loss,evals_corr,ecesm_corr,evals_custom,evals_perc,evals_rmse,evals_mae,evals_ssim,evals_cesm_perc,evals_cesm_rmse,evals_cesm_mae,evals_cesm_ssim,evals_custom_second,evals_custom_third,lr
0,0,0,0.0007244169897842,minmax,0.0003563372592711,72,logcosh,deeplabv3+,26,0.001038674362159,0.9193680038054785,0.932845984896024,1.0146600502027014,0.0009814113582251,0.9166794270277024,0.9297411292791368,1.014248931378101,0.0860018283128738,0.0019628227164503,0.0283354464918375,0.7474901676177979,0.0401599733158946,0.0020735371217597,0.0307920044288039,0.8299514651298523,0.946606017250634,0.9202209150545436,0.0009688917198218,0.9200458526611328,0.9367727041244508,1.0181804541751232,0.0810577735304832,0.0019377834396436,0.0288105104118585,0.751953375339508,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,1.1182444224836672,1.0093613636919505,7.244169897842659e-07
0,0,1,0.0007291131278606,minmax,8.82018742900592e-10,69,xtanh,fpn,21,0.0069830675298968,0.6607570896546046,0.9335455944140753,1.4128423425650485,0.0013389528030529,0.9013552963733672,0.9297411292791368,1.0314923904258184,0.0926564913243055,0.0026779056061059,0.0359755530953407,0.7154944390058517,0.0401599733158946,0.0020735371217597,0.0307920044288039,0.8299514651298523,1.2914674051426158,1.1683407352880195,0.0012351421639323,0.9091121912002564,0.9367727041244508,1.030425851937675,0.0868338793516159,0.0024702843278646,0.035241337865591,0.7260322451591492,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,1.4255368350610953,1.2346620846987997,7.291131278606369e-05
1,1,2,0.0044041396570147,None,9.686252228913244e-07,93,mse,deeplabv3,12,284.08418443467883,0.0069156604417565,0.933464209238688,134.97831726995486,284.9226531982422,0.0345058122351247,0.929741159081459,26.94447975158926,0.1251841932535171,81509.513671875,285.4226531982422,-10.0,0.0013343539321795,6.760618567466736,1.758228361606598,-10.0,12056.517145356029,162.33537089427594,284.3910278320312,0.0118133119645563,0.9367727041244508,79.29805857451888,0.1251300901174545,81206.0171875,284.8910278320312,-10.0,0.0012691836105659,5.649930572509765,1.629827332496643,-10.0,14372.923020083648,174.7982882307062,0.0004404139657014
1,1,3,0.0002010627239961,zscore,0.0003457871263194,17,mse,fpn,18,0.2869767134680467,0.8043939027131772,0.9327381732417088,1.15955400717936,0.2535543739795685,0.8055061995983124,0.929741144180298,1.15423213954646,0.2657226771116256,0.572147324681282,0.5569807514548302,-10.0,0.0846777558326721,0.1552853770554065,0.2664693966507911,-10.0,3.6844893932101352,2.0902240874765625,0.2725281924009323,0.8020139694213867,0.9367727279663086,1.16802545053192,0.2872137069702148,0.6218894779682159,0.5806850671768189,-10.0,0.0747098118066787,0.1297738626599311,0.2470095008611679,-10.0,4.7921011613706845,2.3508612630377885,2.010627239961636e-06
2,2,4,1.6571567941573003e-06,negone,0.0004886767616092,28,xsigmoid,deeplabv3,65,0.0239613149315118,0.7750011240282366,0.9325192993687044,1.203248963719863,0.0275669880211353,0.7681367844343185,0.9297411292791368,1.2103848534787056,0.2729305550456047,0.0551342582330107,0.1967029720544815,-10.0,0.0634271306917071,0.0082941484870389,0.0615840088576078,-10.0,6.647368119725359,3.194059232312896,0.0286935307085514,0.7635155439376831,0.9367727518081664,1.2269203413684848,0.2680609226226806,0.0573871985077858,0.2016698956489563,-10.0,0.0565389417111873,0.0069315201602876,0.0570866122841835,-10.0,8.27916491342998,3.53270035792317,1.6571567941573004e-09
2,2,5,7.291871985889319e-06,minmax,2.348787222644882e-05,39,smooth,linknet,42,0.0039543962338939,0.6852243840694427,0.9328043271194804,1.3613122194801337,0.0034937204327434,0.7279144376516342,0.9297411292791368,1.2772670539117577,0.1339622177183628,0.0069874408654868,0.0645925775170326,0.3991263210773468,0.0401599733158946,0.0020735371217597,0.0307920044288039,0.8299514651298523,3.369817107280385,2.097706164805902,0.0036977247800678,0.7043614864349366,0.9367727041244508,1.3299601442802371,0.1309990137815475,0.0073954495601356,0.065603569149971,0.3903594970703125,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,4.267721590138885,2.2983871883442357,7.291871985889319e-06
3,3,6,3.6934624978451226e-06,negone,6.747085463275048e-05,63,xtanh,unet++,74,0.0292448316301618,0.8550259641238621,0.9328945747443608,1.091071632778181,0.0263242181390523,0.8588174730539322,0.9297411292791368,1.082582921808754,0.1737902984023094,0.0526484362781047,0.2011980526149273,-10.0,0.0634271306917071,0.0082941484870389,0.0615840088576078,-10.0,6.347660204103818,3.2670502675480195,0.0269282881170511,0.8508856654167175,0.9367727518081664,1.1009384572830785,0.1735626190900802,0.0538565762341022,0.2031069725751876,-10.0,0.0565389417111873,0.0069315201602876,0.0570866122841835,-10.0,7.7698073422133,3.557873982153619,3.6934624978451226e-06
3,3,7,2.6492323919800125e-05,minmax,8.966346907110688e-05,97,xsigmoid,deeplabv3+,16,0.0017088695636226,0.8700009054607816,0.9330125517315336,1.072427104242356,0.0017698316369205,0.8857096284627914,0.9297411292791368,1.0497132461942011,0.0934440493583679,0.0035396632738411,0.0452104723080992,0.6783017516136169,0.0401599733158946,0.0020735371217597,0.0307920044288039,0.8299514651298523,1.7070653024225448,1.4682536309915508,0.0017624800093472,0.8913316249847412,0.9367727041244508,1.0509811139490168,0.0884602144360542,0.0035249600186944,0.0448425486683845,0.6859496235847473,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,2.034162744784189,1.5710355501620366,2.6492323919800125e-05
4,4,8,0.0009394207697552,zscore,7.873162840378467e-06,107,logcosh,deeplabv3,9,0.2971528694033623,0.7855082526803017,0.932685360312462,1.187365450496496,0.2659096084535122,0.7888263165950775,0.929741144180298,1.1786385984096863,0.3788998797535896,0.6005580723285675,0.5845129042863846,-10.0,0.0846777558326721,0.1552853770554065,0.2664693966507911,-10.0,3.867447687068986,2.19354609434715,0.2823169142007827,0.7896246433258056,0.9367727279663086,1.1863519406141283,0.3975229859352112,0.6444313049316406,0.6012828946113586,-10.0,0.0747098118066787,0.1297738626599311,0.2470095008611679,-10.0,4.965801986031309,2.434250069390289,0.0009394207697552
5,5,9,0.0031061109991745,negone,3.107198497742131e-07,53,smooth,pspnet,13,0.0074684024439193,0.8583345040678978,0.9327282421290874,1.0866721979701572,0.0066521803382784,0.8608463704586029,0.9297411292791368,1.0800314216157187,0.2771425992250442,0.0133043606765568,0.0779678411781787,-10.0,0.0634271306917071,0.0082941484870389,0.0615840088576078,-10.0,1.604065890229391,1.2660403670448446,0.0069635380990803,0.8606573939323425,0.9367727518081664,1.0884386265806107,0.2688003122806549,0.0139270761981606,0.0813113197684288,-10.0,0.0565389417111873,0.0069315201602876,0.0570866122841835,-10.0,2.0092383598553587,1.4243500623868168,0.0003106110999174
0,0,10,0.0002458180262234,None,0.0006277624732018,69,logcosh,manet,0,284.466064453125,1.109081417401588e-05,0.9330185800790788,84125.34602419015,285.3629684448242,0.0369809816708652,0.929741159081459,25.14106216422959,0.4503197595477104,81761.05859375,285.8629684448242,-10.0,0.0013343539321795,6.760618567466736,1.758228361606598,-10.0,12093.724527988952,162.58580209888902,284.82842407226565,0.0365574124974756,0.9367727041244508,25.624699346244395,0.4494268596172333,81455.40625,285.32842407226565,-10.0,0.0012691836105659,5.649930572509765,1.629827332496643,-10.0,14417.063219560334,175.06665791104797,0.0002458180262234
