,Unnamed: 0,trial,learning_rate,weight_decay,train_batch_size,training_loss,model_name,epoch,lr,train_loss,train_corr,tcesm_corr,tcorr_cust,tmse_cust,tmae_cust,tgrad_inp,tgrad_lbl,tgrad_out,valid_loss,valid_corr,vcesm_corr,vcorr_cust,vmse_cust,vmae_cust,vgrad_inp,vgrad_lbl,vgrad_out,vmse_extreme_outp,vmse_extreme_cesm,valid_perc,valid_mse,valid_mae,valid_ssim,valid_cesm_perc,valid_cesm_mse,valid_cesm_mae,valid_cesm_ssim,evals_loss,evals_corr,ecesm_corr,ecorr_cust,emse_cust,emae_cust,egrad_inp,egrad_lbl,egrad_out,emse_extreme_outp,emse_extreme_cesm,evals_perc,evals_mse,evals_mae,evals_ssim,evals_cesm_perc,evals_cesm_mse,evals_cesm_mae,evals_cesm_ssim,total_params,train_params
0,0,0,1.7703647655433443e-06,5.3349629018472094e-11,53,xsigmoid,linknet,0,5.323486849988838e-07,0.0263625803093115,0.0227552456160386,0.9330583294232686,42.28386367994937,24.87417640686035,5.892951107025146,0.0395634826398173,0.0446635474202735,0.0789847141388309,0.0190979009494185,0.0294125531800091,0.9317770898342131,32.70653512868307,17.94702410697937,5.178057193756104,0.0393433863922593,0.0451223253636305,0.0172391455544377,0.0421114824712276,0.002336535428185,0.1284098625183105,0.038195801898837,0.1636925749480724,0.235296718776226,0.0398482894524931,0.0021463992306962,0.0316755743697285,0.8304950147867203,0.0191937563940882,0.026719569414854,0.9367727041244508,41.91080177466549,22.50159950256348,5.772866153717041,0.0195303379802982,0.0278606789351683,0.0172564598987207,0.0409819021821022,0.0017824707785621,0.1189788877964019,0.0383875127881765,0.1644104450941085,0.2362924695014953,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,21775073,21775073
1,1,1,0.0004624405106786,3.134427680564758e-10,32,smooth,pspnet,17,0.0002226266099342,0.0021080278791487,0.8357159185409546,0.93279541015625,1.1163524311914568,2.002567353248596,1.5245960187911989,0.0397929912216785,0.0441648150852352,0.0414246612113094,0.001482297637267,0.8816778212785721,0.9297845214605333,1.0545609113392025,1.3614806830883026,1.1563438475131989,0.036941523695194,0.0416971478193479,0.0332615480524422,0.0033425873843953,0.0025940065388567,0.1237678322941064,0.002964595274534,0.036582363769412,0.6266211122274399,0.0395374298095703,0.0021889772033318,0.0316645512357354,0.8296321481466293,0.0014371599536389,0.8792967200279236,0.9367727041244508,1.0654893314031024,1.6745963096618652,1.2904175519943235,0.0195303379802982,0.0278606789351683,0.0146510632533806,0.0033546637743711,0.0017824707785621,0.1175465539097786,0.0028743199072778,0.036776328086853,0.6214232563972473,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,21441121,21441121
0,0,2,3.991384023693747e-05,2.3901933799233432e-06,14,xtanh,linknet,22,1.0608871320755878e-05,0.0011644330303879,0.915423520540787,0.9330894068136052,1.0194045662470377,1.101416999000614,1.1214356604268996,0.0407452503263089,0.0451294902605569,0.0390155260308077,0.0013473434228217,0.8933987617492676,0.9284779280424118,1.0407254355846456,1.210610657930374,1.0998342633247375,0.0344314750937981,0.0401250553531166,0.034969484664491,0.0047796692815609,0.0024560224846936,0.0448416508734226,0.0026946868456434,0.0354338567703962,0.701193168759346,0.0399370491504669,0.0022273159702308,0.0322460550814867,0.8298657536506653,0.0012310341815464,0.9009304881095886,0.9367727041244508,1.0411013107559255,1.4066083192825318,1.2397084474563598,0.0195303379802982,0.0278606789351683,0.0258576180654258,0.0025487472768872,0.0017824707785621,0.0359761636704206,0.0024620683630928,0.0354031726717948,0.6994725108146668,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,21775073,21775073
0,0,3,0.0036265440539215,0.0003705941320104,116,smooth,deeplabv3,18,0.0035265177163998,0.001548249357646,0.876957220690591,0.9328718781471252,1.063775760251878,1.4580067225864954,1.2150178125926427,0.0402668787453374,0.0449510457270299,0.0362108198285375,0.0014732406416442,0.8826412260532379,0.931242510676384,1.0550878703187865,1.3633145987987518,1.1544491350650787,0.0391121887663371,0.0441611566876627,0.0349151963366241,0.003277049283497,0.0019518639892339,0.1268860436975956,0.0029464812832884,0.0365699492394924,0.6209324151277542,0.0398158030584454,0.0021646353998221,0.0316801629960536,0.8296684473752975,0.0013941447017714,0.8827332019805908,0.9367727041244508,1.0613784780045543,1.6257558345794678,1.266002368927002,0.0195303379802982,0.0278606789351683,0.0141646919634654,0.0032981649041175,0.0017824707785621,0.1200093805789947,0.0027882894035428,0.0360672943294048,0.6165641784667969,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,26010241,26010241
0,0,4,0.0008177660882969,2.576857222319481e-07,104,mae,unet++,17,0.0007988263316417,0.0004096143446596,0.9701308182307652,0.9334543858255658,0.9621930282249972,0.3876675835677555,0.6722732612064907,0.039301728595338,0.0438833066801307,0.0409273284431003,0.00046531688713,0.964484080672264,0.9284821897745132,0.962644620336346,0.4164082407951355,0.7093127071857452,0.0397889775410956,0.0452515417325071,0.042719285926267,0.0009913602116284,0.0021687344997189,0.0029070592718198,0.00093063377426,0.0228100223466753,0.9196671545505524,0.0403650607913732,0.0022290953202173,0.032148664817214,0.8291759639978409,0.0004769070597831,0.9619896173477172,0.9367727041244508,0.973789719564794,0.557802003622055,0.8145516157150269,0.0195303379802982,0.0278606789351683,0.0240002302268011,0.0011512607336044,0.0017824707785621,0.0030076041352003,0.0009538141195662,0.0231958992779254,0.9163886666297912,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,26081745,26081745
0,0,5,0.0011562648552964,3.3179258557680775e-11,101,mae,unet++,12,0.0011426929837857,0.0004332152093411,0.9682838395237924,0.9332838729023932,0.9638537687426436,0.4080468975007534,0.6888089329004288,0.0383347551204178,0.0430621791967226,0.0400275314037051,0.000472795945825,0.9642479568719864,0.9298149198293686,0.9642896221905234,0.4271116629242897,0.7095156013965607,0.0389421966869048,0.0438607797642461,0.04240006162496,0.0009817632671911,0.0023667552450206,0.0032037916826084,0.0009455918916501,0.0227925362996757,0.923857569694519,0.0399684021249413,0.0022188409348018,0.0321338819339871,0.8292644768953323,0.000475534814177,0.9627833366394044,0.9367727041244508,0.9729823771178892,0.5567051529884338,0.8066654086112977,0.0195303379802982,0.0278606789351683,0.0236324150928772,0.0010983339860104,0.0017824707785621,0.0029065171256661,0.0009510696283541,0.0229737669229507,0.9218696117401124,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,26081745,26081745
0,0,6,8.584094975323017e-06,4.973291466894991e-12,76,smooth,deeplabv3+,2,5.15389062318394e-06,0.0116693410091102,0.1485049046576023,0.9333893477916716,6.716777697692931,11.02701063156128,3.893156385421753,0.0408331396079211,0.045233938268587,0.0375277473911599,0.0074649578891694,0.2493609748780727,0.9298219084739684,3.803381011331325,6.858396291732788,3.2437959909439087,0.0394770132545556,0.0441156723873004,0.0206821553224669,0.0203867247328162,0.0024191295378841,0.1399825848639011,0.0149299157783389,0.102940646931529,0.4605471268296242,0.0395743884146213,0.0021805630531162,0.0317390449345111,0.8286283165216446,0.0072512913495302,0.2806014508008957,0.9367727041244508,3.708241308595919,8.434070014953614,3.547373914718628,0.0195303379802982,0.0278606789351683,0.014376398597758,0.0172786742448806,0.0017824707785621,0.1351466193795204,0.0145025826990604,0.1011944651603698,0.4559063196182251,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,22440593,22440593
0,0,7,0.0025201091612248,5.624006149998715e-06,118,mae,deeplabv3,11,0.0025083546844261,0.0015415487245523,0.8781773277691433,0.9330933179174152,1.062547606554331,1.453621676989964,1.2169331312179563,0.0402333143430709,0.0448824123339192,0.0356913615235086,0.0014726661029271,0.883621484041214,0.9311710745096208,1.053825354594503,1.3495978713035583,1.1751272976398468,0.0397391501181516,0.0444331170983436,0.0362555853919597,0.0031944050570018,0.0022960497299209,0.124709652736783,0.0029453322058543,0.0374095132574439,0.6243621557950974,0.0401579849421978,0.0021870798664167,0.0318504087626934,0.8290103375911713,0.0014301636721938,0.8805532455444336,0.9367727041244508,1.0639953935133228,1.6702989339828491,1.3095094919204713,0.0195303379802982,0.0278606789351683,0.0146369238389648,0.0032604745589196,0.0017824707785621,0.1180859640240669,0.0028603273443877,0.0373028077185153,0.6176476240158081,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,26010241,26010241
0,0,8,9.346577708330884e-06,5.993660270140755e-11,110,mse,deeplabv3,0,1.3165589359954884e-06,0.0163266182477985,8.482623310815793e-06,0.9331547617912292,138705.479227178,15.451129913330078,4.688386848994663,0.03965967692818,0.0443948967191182,0.0335038014658101,0.0100393733009696,4.811753024114296e-05,0.9294060617685318,19318.393039270573,9.17922067642212,3.531527936458588,0.0374543285514077,0.0431418227029243,0.0005783162828501,0.0246398211456835,0.0022205639979802,0.1244580801576376,0.0200787466019392,0.1126629505306482,0.4507546797394752,0.0399711290374398,0.0022096881002653,0.0319612431339919,0.8306271880865097,0.0102863090112805,4.969322471879423e-05,0.9367727041244508,18865.72898723354,12.05452651977539,3.991133785247803,0.0195303379802982,0.0278606789351683,0.0004378342903714,0.0233626712113618,0.0017824707785621,0.115802589058876,0.020572618022561,0.1136865735054016,0.4480784773826599,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,26010241,26010241
0,0,9,0.0001429722561936,6.557160000743048e-08,56,mse,manet,29,7.743992079553597e-05,0.0005101220054452,0.962285007749285,0.9334922347749982,0.9700763082466716,0.4803401849099568,0.7368721621377128,0.0408375373575245,0.0452071335320254,0.0427070659066776,0.0004763314136653,0.9629485607147216,0.9297577738761902,0.9655392447583114,0.433869332075119,0.7118666768074036,0.0380763487727614,0.0426148658337921,0.0396326336845212,0.0010961961233988,0.0020010122680105,0.0033962447778321,0.0009526628273306,0.0226715141907334,0.9038960784673692,0.0394745944067835,0.0021962698665447,0.0318712880834937,0.828935906291008,0.000501183286542,0.9604478240013122,0.9367727041244508,0.9753539748480892,0.5863112092018128,0.8171680331230163,0.0195303379802982,0.0278606789351683,0.0235504145620046,0.0012516112066805,0.0017824707785621,0.0039132961537688,0.0010023665730841,0.0232764892280101,0.8987129926681519,0.0388998694717884,0.0017328800400719,0.0285433061420917,0.8308517575263977,31786769,31786769
