index,epoch,train_loss,train_corr,tcesm_corr,train_custom,valid_loss,valid_corr,vcesm_corr,valid_custom,valid_perc,valid_rmse,valid_mae,valid_ssim,valid_cesm_perc,valid_cesm_rmse,valid_cesm_mae,valid_cesm_ssim,valid_custom_second,valid_custom_third,evals_loss,evals_corr,ecesm_corr,evals_custom,evals_perc,evals_rmse,evals_mae,evals_ssim,evals_cesm_perc,evals_cesm_rmse,evals_cesm_mae,evals_cesm_ssim,evals_custom_second,evals_custom_third,lr
0,0,0.3804054739682571,0.7455220627396003,0.964402850555337,1.2935939776368341,0.3912164121866226,0.8228825181722641,0.9469317346811295,1.1507496073490489,0.36396127939224243,0.9951542168855667,0.7129689455032349,-10.0,0.09258122369647026,0.11284089460968971,0.2601977810263634,-10.0,8.819091875580648,2.740103865186293,0.34108475148677825,0.8592463731765747,0.9642446398735046,1.1221980912281986,0.33028520941734313,0.8398805618286133,0.6652974486351013,-10.0,0.0829269677400589,0.07671485543251037,0.21127805411815642,-10.0,10.948082442356881,3.1489188567736255,0.00011889257919968194
1,1,0.32686978805324307,0.8645405471324921,0.9627026008523029,1.11354245216768,0.366319527849555,0.8204655349254608,0.9469317346811295,1.1541395639088705,0.3500322252511978,0.9282079786062241,0.6716491058468819,-10.0,0.09258122369647026,0.11284089460968971,0.2601977810263634,-10.0,8.225811943594058,2.581302204797934,0.3164933443069458,0.8665368318557739,0.9642446398735046,1.1127566704908316,0.31575022339820863,0.7760666906833649,0.6263620436191559,-10.0,0.0829269677400589,0.07671485543251037,0.21127805411815642,-10.0,10.116250448599319,2.9646337203998736,0.00011889257919968194
2,2,0.3098370721158774,0.8594806997672372,0.9638217726479406,1.1214001348825644,0.36154022067785263,0.8153589218854904,0.9469317346811295,1.1613679684664286,0.3452448658645153,0.9176733493804932,0.6614310890436172,-10.0,0.09258122369647026,0.11284089460968971,0.2601977810263634,-10.0,8.13245368671237,2.542032012857945,0.3109526693820953,0.8619026303291321,0.9642446398735046,1.1187396417450213,0.31260948479175565,0.7639476984739304,0.6146308243274688,-10.0,0.0829269677400589,0.07671485543251037,0.21127805411815642,-10.0,9.958275931915308,2.909108695140381,0.00011889257919968194
3,3,0.3009368890653486,0.8508665406185648,0.9637381097544795,1.1326548450875258,0.3569526057690382,0.7974918633699417,0.9469317346811295,1.1873873304232891,0.350371778011322,0.9073775224387646,0.6513743251562119,-10.0,0.09258122369647026,0.11284089460968971,0.2601977810263634,-10.0,8.041211704119613,2.5033815530126073,0.30714152157306673,0.8466159343719483,0.9642446398735046,1.1389398672124187,0.3173824608325958,0.7555772364139557,0.6067722022533417,-10.0,0.0829269677400589,0.07671485543251037,0.21127805411815642,-10.0,9.849164573850656,2.8719130568762563,0.00011889257919968194
4,4,0.2933217384245085,0.8476043408331664,0.9638360324113265,1.137129655876831,0.35264473780989647,0.7793017625808716,0.9469317346811295,1.2151027755219046,0.35306936502456665,0.8964474573731422,0.6434588357806206,-10.0,0.09258122369647026,0.11284089460968971,0.2601977810263634,-10.0,7.944349080835485,2.4729605042843352,0.3022823423147202,0.8374943971633911,0.9642446398735046,1.151344585873552,0.3196838676929474,0.7439246386289596,0.5959154665470123,-10.0,0.0829269677400589,0.07671485543251037,0.21127805411815642,-10.0,9.69726964138549,2.820527049220876,0.00011889257919968194
