,trial,learning_rate,norm,train_batch_size,training_loss,model_name,epoch,train_loss,train_corr,valid_mae,valid_corr,valid_perc,valid_rmse,valid_ssim,lr,pruned
0,0,0.00035488706944092715,minmax,44,mae,unet,1,0.0037046535173431037,0.8476224452257156,0.053625524044036865,0.8758500665426254,0.031683063600212336,0.004283432150259614,0.6729543954133987,0.00035488706944092715,0
1,7,1.7993719846166553e-05,minmax,40,logcosh,unet,1,0.033297753130847756,0.4542747871442275,0.29094668477773666,0.23916657641530037,0.3221709802746773,0.1172998957335949,0.06729176174849272,1.7993719846166553e-05,0
2,10,1.4851002660131949e-05,minmax,49,mae,unet,1,0.0395799885607428,0.4048821379741033,0.34769095480442047,0.17286771722137928,0.3654954582452774,0.16181378439068794,0.034401354379951954,1.4851002660131949e-05,0
